customer_id,account_age_days,subscription_tier,monthly_revenue,logins_per_month,feature_usage_depth,support_tickets,avg_ticket_resolution_days,nps_score,payment_delays,contract_length_months,team_size,api_calls_per_month,days_since_last_login,churned,snapshot_dat
CUST_000072,30,Starter,70.37249020067622,16,0.1007291612526076,2,7.544600451982273,6,0,1,4,722,6,0,2025-12-24
CUST_000073,616,Professional,243.05489945033366,23,0.2520235532750552,1,6.033537511678847,8,1,1,1,8417,15,0,2025-12-24
CUST_000074,447,Starter,37.53639369383872,20,0.2445952263649519,2,8.92141128712144,1,0,1,3,123,5,0,2025-12-24
CUST_000075,476,Professional,278.47920331405396,14,0.33305224774321013,2,1.2387275104509488,9,0,6,30,46,23,0,2025-12-24
CUST_000076,538,Professional,254.97078008964684,18,0.02047434324732817,1,4.0338171762747566,6,1,1,3,875,0,0,2025-12-24
CUST_000077,30,Professional,294.08106446788855,13,0.12585995092778934,1,7.6169008406955365,6,0,1,5,1,16,0,2025-12-24
CUST_000078,162,Enterprise,774.9671222597674,23,0.3551093700805993,1,2.8957491149168146,7,1,6,9,86,1,0,2025-12-24
CUST_000079,44,Starter,20.41821423804956,27,0.21650399126740433,3,0.5024502148609135,7,0,6,0,112,23,0,2025-12-24
CUST_000080,725,Starter,27.803210214601854,20,0.03575215561994375,3,1.3846614473658505,10,0,12,6,6,5,0,2025-12-24
CUST_000081,356,Starter,29.924243690727273,17,0.6035644237578898,1,1.299755244211612,7,0,6,2,36,7,0,2025-12-24
CUST_000082,146,Starter,31.12118713335126,16,0.5107555298591124,1,1.087277825081969,3,0,6,9,229,1,1,2025-12-24
CUST_000083,30,Professional,216.17261821301952,18,0.22012321025013062,2,5.020891919546847,1,0,1,1,1174,7,0,2025-12-24
CUST_000084,135,Enterprise,414.9794821856274,16,0.1717374802914602,2,7.996742358058069,7,0,12,4,6476,19,0,2025-12-24
CUST_000085,143,Starter,91.45197081525038,26,0.4539646803740622,3,3.7430048727637284,9,0,24,44,236,7,0,2025-12-24
CUST_000086,477,Starter,88.09359764163275,20,0.4072867602018497,0,7.790912115349905,5,0,6,6,337,5,0,2025-12-24
CUST_000087,370,Professional,199.67692029604802,19,0.3963492579036044,4,4.576369961774191,9,0,1,8,1071,4,0,2025-12-24
CUST_000088,796,Starter,89.1065243229958,18,0.4283310884422388,3,2.4223557315449775,5,0,1,8,70,2,0,2025-12-24
CUST_000089,233,Professional,274.4067313620101,21,0.3139016847663468,1,1.2559244982542035,7,0,1,28,6,15,0,2025-12-24
CUST_000090,46,Professional,177.46467204113705,15,0.21339944805601568,1,15.757555095415999,9,0,1,8,101,4,0,2025-12-24
CUST_000091,455,Professional,99.53923279872193,26,0.23719058719803168,2,4.067893616787622,6,1,1,5,1072,5,0,2025-12-24
CUST_000092,522,Professional,189.10158075196352,14,0.16396837966161487,0,1.4138013888643133,5,1,6,7,199,9,0,2025-12-24
CUST_000093,300,Starter,37.10755737843054,15,0.26542389569589,1,17.395507852792267,1,0,12,8,494,17,0,2025-12-24
CUST_000094,537,Starter,54.13011250291661,22,0.23730604446049347,3,2.0311378771178554,10,2,12,3,40,15,0,2025-12-24
CUST_000095,248,Professional,204.46141434373746,22,0.044054243194568056,5,8.07482087905072,10,1,1,3,331,4,0,2025-12-24
CUST_000096,269,Starter,51.26035317798457,22,0.1417042351756086,3,0.9910444770613183,7,0,6,4,35132,12,0,2025-12-24
CUST_000097,203,Starter,60.47369482758329,21,0.40555115537948,2,4.701254627872216,9,1,12,10,1814,22,0,2025-12-24
CUST_000098,30,Professional,139.3739026458161,18,0.29741502041893436,2,2.9010761448128983,8,2,12,2,5057,46,0,2025-12-24
CUST_000099,41,Professional,220.56801387848537,28,0.11792963722800012,2,4.381777270275408,5,0,1,2,1265,8,0,2025-12-24
CUST_000100,30,Starter,41.207676939659876,14,0.19655866333200894,1,0.821799079229101,5,0,1,20,53,6,0,2025-12-24
CUST_000101,369,Starter,53.99964399727374,18,0.4694574332314176,0,4.862879178046529,8,0,1,12,1759,1,0,2025-12-24
CUST_000102,137,Starter,69.1481969046438,20,0.08079843965062718,0,6.396856542396331,8,0,1,12,507,37,0,2025-12-24
CUST_000103,259,Professional,138.78001133894853,22,0.46312352196394746,2,6.635132505088801,10,0,12,3,36,2,0,2025-12-24
CUST_000104,869,Starter,44.37412694660861,22,0.24962344738718617,2,4.5634599110274605,0,2,1,2,79,0,0,2025-12-24
CUST_000105,104,Professional,194.0732882985568,23,0.11509084082343013,2,2.2088447703084406,8,2,24,8,198,13,1,2025-12-24
CUST_000106,192,Professional,174.28655142146795,20,0.1704635362821719,1,5.556634661939597,7,0,12,2,2226,14,0,2025-12-24
CUST_000107,514,Starter,67.99658992265914,19,0.43804952114344464,3,2.253779733269883,9,1,6,2,131,29,0,2025-12-24
CUST_000108,94,Professional,163.98058205997643,15,0.7264114163477433,4,11.670584280516858,0,0,12,6,7435,30,0,2025-12-24
CUST_000109,30,Professional,172.22998002788307,18,0.17612418338626842,2,2.0460948613501935,8,1,1,5,181,15,0,2025-12-24
CUST_000110,124,Professional,164.50404335239676,25,0.5106527778762034,3,4.2946573515585476,4,0,1,0,10,7,0,2025-12-24
CUST_000111,64,Enterprise,663.8083117158203,19,0.5386359618523225,1,2.3452166098167844,7,1,1,5,97,4,0,2025-12-24
CUST_000112,969,Starter,40.15111775175566,15,0.31115775055841505,1,2.4882513869971086,8,0,1,4,560,0,0,2025-12-24
CUST_000113,602,Professional,223.0022695441778,26,0.24689664383760937,3,5.070856795580682,9,0,24,1,35,5,0,2025-12-24
CUST_000114,366,Enterprise,796.3557651845111,22,0.1369410699168903,1,2.671131456625952,8,1,12,6,14,11,0,2025-12-24
CUST_000115,748,Professional,196.25907898247073,21,0.22678802779116902,1,5.093363399755994,9,1,1,3,1757,17,0,2025-12-24
CUST_000116,594,Enterprise,666.8091020049736,20,0.16331004212493225,2,6.464369712548009,0,0,12,5,579,5,0,2025-12-24
CUST_000117,75,Starter,83.42708168186256,30,0.3288292887842789,1,2.282215013880723,6,1,1,1,855,22,0,2025-12-24
CUST_000118,814,Enterprise,654.0787340060621,21,0.23551761258799128,0,4.163630462408696,1,1,24,0,2935,1,0,2025-12-24
CUST_000119,282,Starter,49.66397368044519,24,0.37132442817257955,1,5.8800317180414226,8,0,1,1,74,2,0,2025-12-24
CUST_000120,601,Enterprise,596.316163849792,23,0.38914464638909696,5,4.727660551572787,5,1,1,3,367,0,0,2025-12-24
CUST_000121,826,Professional,135.63107034323275,19,0.2864742946103141,2,0.41449766910394903,0,0,24,1,15,13,0,2025-12-24
CUST_000122,139,Starter,34.39913683700096,28,0.2099077780154615,2,3.2463116269572994,0,2,6,24,935,1,1,2025-12-24
CUST_000123,42,Starter,37.90649636736162,21,0.39659129236120216,2,3.531126088935512,3,0,1,12,8342,12,0,2025-12-24
CUST_000124,94,Enterprise,836.0918180261424,24,0.4512097734162133,3,2.470453355418698,6,0,6,2,155,16,0,2025-12-24
CUST_000125,203,Starter,33.74830971489466,24,0.8257626084326013,1,2.9397510110225595,7,1,6,5,112,49,0,2025-12-24
CUST_000126,621,Professional,158.62616243690852,24,0.6074907408644333,1,2.0189990547186283,7,1,12,2,2558,26,0,2025-12-24
CUST_000127,719,Starter,29.12158039502033,27,0.42201705837703163,3,1.0873941181025326,9,0,6,12,65,10,0,2025-12-24
CUST_000128,30,Starter,61.196235238615216,21,0.5344476014960194,2,5.993088220906578,6,0,12,1,493,0,0,2025-12-24
CUST_000129,260,Starter,52.852427853377655,18,0.7540553913184431,2,4.004304014866367,5,0,12,1,167,0,0,2025-12-24
CUST_000130,197,Starter,71.7351795405313,20,0.5720473532974731,1,4.182370665182087,9,0,1,1,390,8,0,2025-12-24
CUST_000131,91,Professional,233.56298330386772,21,0.20585613598525357,2,9.527178427738148,6,0,1,2,34,8,0,2025-12-24
CUST_000132,46,Starter,22.39220306551865,19,0.28838101544057787,5,8.55978310461812,10,0,1,2,9,2,0,2025-12-24
CUST_000133,150,Professional,159.63611149948147,26,0.2826123691682163,4,7.279161569703642,6,0,24,5,559,1,0,2025-12-24
CUST_000134,1045,Enterprise,704.7993122413732,22,0.11749843493237763,3,4.433092238034101,7,0,1,9,19,0,0,2025-12-24
CUST_000135,142,Enterprise,469.50526331347925,21,0.08771882825329999,4,2.825732471117992,8,0,1,7,829,4,0,2025-12-24
CUST_000136,266,Enterprise,678.1387727027019,15,0.339187627287881,4,8.065277713408841,7,0,1,4,1692,9,0,2025-12-24
CUST_000137,443,Starter,47.00638104169366,20,0.2950829942753755,1,3.5220116823077685,10,1,1,22,9,0,0,2025-12-24
CUST_000138,164,Starter,30.646871434229574,19,0.0808277616193854,4,1.538904466733836,6,0,6,5,553,8,0,2025-12-24
CUST_000139,1302,Starter,43.93478444666588,13,0.12598764583089445,3,4.441235787369416,1,0,12,5,685,7,0,2025-12-24
CUST_000140,1197,Enterprise,354.7925306675456,19,0.09126661927474067,4,1.2357973366942743,6,0,1,8,282,23,0,2025-12-24
CUST_000141,105,Professional,171.7223618798788,22,0.477216676836179,4,2.742866668247916,2,0,12,28,2326,0,0,2025-12-24
CUST_000142,250,Starter,54.01851413130492,20,0.3580601528346707,1,9.152396301039193,2,0,1,2,208,5,0,2025-12-24
CUST_000143,130,Professional,225.58025451845103,28,0.35026590656461315,4,2.913154395206641,9,0,6,3,33,6,0,2025-12-24
CUST_000144,122,Starter,18.19617353491404,19,0.395992475747621,2,0.46300879205695533,5,0,12,5,39,16,0,2025-12-24
CUST_000145,30,Starter,49.65263984981804,17,0.25774987149679923,1,0.440921101479885,5,1,12,15,708,1,0,2025-12-24
CUST_000146,343,Starter,38.267685288804955,17,0.1095166058511188,0,4.863429676422307,4,1,6,1,1215,0,0,2025-12-24
CUST_000147,254,Starter,37.03170382082375,19,0.4561372183333482,1,2.3000491951799846,10,1,24,3,13375,22,0,2025-12-24
CUST_000148,30,Starter,52.65369238266154,21,0.2522564275216332,3,7.90291614392437,3,0,1,16,115,12,0,2025-12-24
CUST_000149,119,Professional,172.4774063655394,21,0.6405150324525087,4,1.6740037796878449,8,2,12,3,1400,1,0,2025-12-24
CUST_000150,871,Starter,77.64275989693348,18,0.36785167003500746,1,0.5390414125922783,3,0,12,22,981,4,0,2025-12-24
CUST_000151,99,Professional,259.40309381255304,26,0.11799547655184965,2,14.517883825298052,7,2,6,25,403,1,0,2025-12-24
CUST_000152,57,Professional,259.091414697102,22,0.5198193491827803,2,1.4784503210524798,7,0,12,3,41,11,0,2025-12-24
CUST_000153,245,Enterprise,425.76347067645474,16,0.26135689343619956,2,6.731258207196642,9,0,6,3,91,30,0,2025-12-24
CUST_000154,1549,Starter,30.750023301613552,24,0.2722584338902084,3,4.097092245464469,6,0,1,7,482,29,0,2025-12-24
CUST_000155,101,Professional,204.1014964694058,18,0.35880565097844674,3,2.226423941623577,9,0,6,3,191,1,0,2025-12-24
CUST_000156,407,Professional,192.48258168568665,14,0.17381951346446498,2,2.613604281529926,5,2,1,3,13,5,0,2025-12-24
CUST_000157,523,Professional,169.55884187883174,23,0.039833608796615974,4,0.989743051744554,4,0,12,1,577,1,0,2025-12-24
CUST_000158,99,Starter,26.48531106666077,17,0.33573573219015107,0,4.420311515275727,9,1,12,2,1717,15,0,2025-12-24
CUST_000159,475,Starter,49.16964061463857,18,0.23269978744743736,1,2.3176927656468305,4,1,6,28,1580,3,0,2025-12-24
CUST_000160,167,Starter,41.918610994950534,27,0.11869269264041957,4,5.352720995323954,8,0,6,6,48,11,0,2025-12-24
CUST_000161,365,Starter,63.76694074076039,23,0.290230174248936,2,2.866108505708485,1,0,12,2,8202,9,0,2025-12-24
CUST_000162,366,Professional,233.25530257607397,25,0.5799145533830079,1,5.392192350364956,5,1,1,5,28,15,0,2025-12-24
CUST_000163,280,Professional,255.03999027113585,23,0.2905962696280017,0,3.5071071014420863,2,1,6,12,379,1,1,2025-12-24
CUST_000164,34,Starter,24.814088962399236,23,0.32820103274946155,0,10.719254497767725,6,1,1,9,266,13,0,2025-12-24
CUST_000165,658,Enterprise,560.1587461540449,27,0.27158032523777814,2,5.346424095008857,9,1,12,27,2886,8,0,2025-12-24
CUST_000166,141,Professional,163.62671468831638,17,0.454007373132043,1,6.9073869203999605,8,1,1,3,1830,54,0,2025-12-24
CUST_000167,75,Professional,138.97928945944577,24,0.5292933072974986,2,1.3151560669217883,4,0,6,1,368,8,0,2025-12-24
CUST_000168,30,Professional,178.5698881525645,16,0.21081801244973525,4,12.494391233090363,7,0,12,13,1550,5,0,2025-12-24
CUST_000169,326,Professional,253.43524900673088,17,0.25924531762340286,1,2.811510961389111,6,0,1,4,26833,13,0,2025-12-24
CUST_000170,413,Starter,42.55363292859032,20,0.15959245403056893,3,3.65031136530763,8,2,12,4,134,5,1,2025-12-24
CUST_000171,30,Enterprise,734.8181989938669,22,0.10193222997198308,1,2.0321785028017745,1,0,12,1,262,6,0,2025-12-24
CUST_000172,261,Starter,60.97757031040667,29,0.1343763869466806,3,7.431115677930666,8,1,6,1,1410,30,0,2025-12-24
CUST_000173,93,Professional,180.29547605097116,22,0.3400351965178046,2,8.93906279129117,4,2,6,26,496,10,0,2025-12-24
CUST_000174,378,Professional,258.0024214453204,17,0.14688658463734508,1,6.687782207264576,8,0,1,22,313,2,0,2025-12-24
CUST_000175,69,Enterprise,566.8095158171428,18,0.29033562518755557,4,0.1870652091643998,2,1,6,11,1466,3,0,2025-12-24
CUST_000176,428,Starter,31.348812231065892,20,0.11529099865273186,2,1.4998298592859391,8,0,1,2,415,2,0,2025-12-24
CUST_000177,178,Professional,292.94013177902576,15,0.3540894230335866,3,5.862061911776576,8,2,1,2,705,25,0,2025-12-24
CUST_000178,1007,Starter,55.18957646172953,19,0.2513538105017865,0,1.9451182555920696,5,0,12,2,4387,5,0,2025-12-24
CUST_000179,53,Starter,50.375923839709834,14,0.18486973358811087,3,5.170960512317906,9,0,1,46,283,14,0,2025-12-24
CUST_000180,152,Starter,32.88934660188768,13,0.18363248536752574,0,7.367263569475142,6,2,6,6,945,18,0,2025-12-24
CUST_000181,43,Professional,258.9769133803869,22,0.1849151492597217,1,3.680432107038975,7,0,12,4,4935,7,0,2025-12-24
CUST_000182,943,Professional,225.86377136806533,24,0.350181111399498,3,2.6475164516869767,5,1,1,1,354,7,0,2025-12-24
CUST_000183,765,Professional,231.46190901476206,11,0.25772231205829554,3,5.917714242939195,7,1,12,14,180,5,0,2025-12-24
CUST_000184,108,Starter,39.84937312948463,17,0.2286973934097844,4,1.0752968288058145,0,0,12,2,99,2,0,2025-12-24
CUST_000185,393,Professional,241.70502859550342,17,0.6032287994312445,3,1.607533156459423,4,0,12,2,210,2,1,2025-12-24
CUST_000186,620,Starter,68.23627187141604,15,0.1594371558921163,1,6.192090337054661,3,0,6,2,47484,18,0,2025-12-24
CUST_000187,295,Starter,36.62443522437755,21,0.12241428269338744,0,7.3995745485560445,4,1,12,4,40937,5,0,2025-12-24
CUST_000188,275,Professional,129.15049301595045,20,0.23725275101524676,1,10.100550670959056,1,0,12,6,12314,11,0,2025-12-24
CUST_000189,101,Enterprise,587.2059589008386,17,0.12811773438026644,2,4.54886049636741,5,1,24,1,2052,19,0,2025-12-24
CUST_000190,35,Starter,18.533061007885205,14,0.302248659299947,2,5.125906201176354,9,1,1,4,76,1,0,2025-12-24
CUST_000191,830,Professional,207.60078889188895,13,0.18201174563452382,0,3.2178252981365913,7,2,12,3,560,25,0,2025-12-24
CUST_000192,841,Enterprise,432.91323428190395,13,0.5148029416752947,2,3.02039479556593,7,0,1,2,1392,17,0,2025-12-24
CUST_000193,365,Starter,74.37330421577842,13,0.2905950201717998,6,1.416348815758793,6,0,12,8,1677,4,0,2025-12-24
CUST_000194,151,Professional,180.35780546163963,25,0.20276320537790238,2,2.7871845971079794,8,0,12,4,217,10,0,2025-12-24
CUST_000195,156,Starter,72.14545944007608,17,0.40515470587898555,1,4.678840405762394,10,1,1,0,148,5,0,2025-12-24
CUST_000196,472,Starter,39.71581111273947,19,0.03606959402299478,3,6.029128214940799,8,1,1,2,9104,10,0,2025-12-24
CUST_000197,830,Starter,69.99982010119223,23,0.17120279237001088,4,4.0889004521471,4,2,1,6,433,17,0,2025-12-24
CUST_000198,796,Professional,303.0170771918416,23,0.3731093598180174,1,1.613881568522833,1,0,6,1,383,6,0,2025-12-24
CUST_000199,552,Professional,146.59764308168798,22,0.1807588744761864,2,2.5529971307118577,1,1,12,1,314,2,0,2025-12-24
CUST_000200,374,Starter,55.84071443461816,21,0.2838851996253211,2,3.137507117269149,9,0,1,16,944,9,0,2025-12-24
CUST_000201,32,Professional,337.43912079550324,17,0.23301816957979693,3,6.296387301029765,6,1,12,18,1027,21,0,2025-12-24
CUST_000202,64,Professional,203.32944134514608,17,0.5577138192787366,2,5.234623487533017,1,1,6,3,19531,10,0,2025-12-24
CUST_000203,835,Professional,203.0894135114824,15,0.2900858572591584,2,2.0124181630109423,10,1,1,3,185,53,0,2025-12-24
CUST_000204,340,Professional,239.424947367551,16,0.074240795240699,4,5.712784647525803,6,0,1,6,53,8,0,2025-12-24
CUST_000205,30,Professional,202.0540432047377,28,0.2296929254506693,2,9.494381255976084,9,0,12,1,332,14,0,2025-12-24
CUST_000206,39,Starter,15.85548010858895,17,0.10049841362739981,1,7.446303618056526,5,2,1,3,6321,3,0,2025-12-24
CUST_000207,397,Professional,256.6143687419469,18,0.27768845371217815,1,0.7969574200660811,5,1,12,9,86,0,0,2025-12-24
CUST_000208,30,Enterprise,199.5577379202211,18,0.2742863539965431,2,3.963702568973436,10,1,24,1,237,0,0,2025-12-24
CUST_000209,63,Starter,41.664166977233165,20,0.2683818027590552,4,5.990541411264599,5,1,6,9,7937,3,0,2025-12-24
CUST_000210,290,Starter,74.14851498313297,21,0.5073343607280951,4,1.3672449541435499,9,0,6,10,3503,33,0,2025-12-24
CUST_000211,429,Professional,182.17287856786072,24,0.09956382725638448,1,8.369928193882993,6,0,12,7,171,18,0,2025-12-24
CUST_000212,385,Enterprise,395.9455261303394,25,0.26408604612106756,0,1.1750078868908043,5,0,6,36,320,1,0,2025-12-24
CUST_000213,92,Starter,67.5852781033312,20,0.15903785927949174,2,3.750389547514763,7,1,1,24,84,1,0,2025-12-24
CUST_000214,454,Starter,32.97770426331227,24,0.27140010319335806,0,6.392058523425267,5,1,1,1,192,23,0,2025-12-24
